id,Easy1_pupil,Easy1_FixationDuration,Easy1_HighEngagement,Easy1_LowEngagement,Easy1_Distraction,Easy1_Drowsy,Easy1_WorkloadAverage,Easy2_pupil,Easy2_FixationDuration,Easy2_HighEngagement,Easy2_LowEngagement,Easy2_Distraction,Easy2_Drowsy,Easy2_WorkloadAverage,Moderate_pupil,Moderate_FixationDuration,Moderate_HighEngagement,Moderate_LowEngagement,Moderate_Distraction,Moderate_Drowsy,Moderate_WorkloadAverage,Difficult_pupil,Difficult_FixationDuration,Difficult_HighEngagement,Difficult_LowEngagement,Difficult_Distraction,Difficult_Drowsy,Difficult_WorkloadAverage,Posttest_pupil,Posttest_FixationDuration,Posttest_HighEngagement,Posttest_LowEngagement,Posttest_Distraction,Posttest_Drowsy,Posttest_WorkloadAverage,WMC_pupil,WMC_FixationDuration,WMC_HighEngagement,WMC_LowEngagement,WMC_Distraction,WMC_Drowsy,WMC_WorkloadAverage,Age,Gender,output
N066,2.92539073981157,374.409443956201,0.520929817094535,0.464909479128765,0.00204139695775217,0.0121194164476787,0.572100704058542,2.84225010391156,355.991067440822,0.512155768552571,0.476780901228082,0.001648454078282,0.00941496458593288,0.5640410331181,2.95654454298777,401.534108658237,0.45429341849992,0.511972194590018,0.00651544514108871,0.0272189756142067,0.577647456544041,2.87478365312965,404.981809650991,0.467628839862112,0.510485975508039,0.00731317935057734,0.0145720338451896,0.597151676368387,2.34495763091694,306.573055174448,0.565861131205073,0.407544795749933,0.0216685736016652,0.00492556892441368,0.483915005437284,2.35976086871308,429.975416519815,0.496640315105927,0.431876892842386,0.0594808754002798,0.00700375022302982,0.536038857340144,23,FEMALE,0
N021,3.03603670472272,460.896733746466,0.537520701908662,0.377172554631808,0.00472368830330001,0.0695969225513608,0.562321904399942,3.03047387322969,522.259958819819,0.538869252377366,0.364702115968365,0.00761262491290839,0.0801539254684116,0.550185889773226,3.01967078480175,596.162552781108,0.544762998928591,0.356192333561901,0.00266584819199657,0.0963788353136551,0.574511177000954,3.22705474205507,625.520267955696,0.542194693103746,0.349236270330871,0.0138559772616207,0.0681514616092218,0.556233652718306,2.73768490184223,361.595005556865,0.481820172204635,0.394781987838484,0.0188754259111648,0.0741338837064535,0.57355033696023,NA,NA,0.126133052746852,0.517988797043256,0.00187236922796131,0.269410228691367,0.498117143915003,18,FEMALE,1
N068,3.36457553383339,575.758768145366,0.4785693454849,0.269744274773347,0.148038626968026,0.10364791339631,0.63350758306479,3.24033277552988,510.762304891074,0.485918484907986,0.265863471372172,0.159977045004491,0.0882410751885196,0.630392192351634,3.21121577742147,561.707985792749,0.452794831825251,0.290119443340874,0.158196973200905,0.0988887900961403,0.646994419096795,3.27409279865076,523.74647806946,0.485868308417478,0.251212336555978,0.156454679871701,0.106464760377088,0.619815129602318,2.71514195743525,307.515035689615,0.363206777958161,0.503219269487865,0.0757322333338487,0.0578417751184089,0.699755041178085,2.64779342697707,581.317674499097,0.435816822445425,0.396768926292651,0.116999571662388,0.0488942926525218,0.679931699611285,29,MALE,0
N027,3.48575426699247,401.843379867744,0.214030508095597,0.112098796748843,0.543422078975132,0.127111392098181,0.665296504087193,3.46101739525693,319.521299638989,0.157075019578828,0.0843427391386834,0.548150796224625,0.20749085920129,0.69664383777734,3.54317032148922,378.152019612421,0.198357488979118,0.0856157746426166,0.559433377956366,0.153674428841404,0.684932636527215,3.44338433522239,425.213014381319,0.121520140090543,0.115956590634717,0.598009269754893,0.164514015913664,0.735097965477775,2.95985260413663,441.312788702653,0.188188602637524,0.119854335044875,0.565153988332621,0.126803150754014,0.716257954170685,2.97360300515198,411.637941629716,0.294099584735268,0.186786992700313,0.422147692822518,0.0949654974245517,0.679660399979888,19,MALE,0
N067,3.14281562153902,388.780720723141,0.52710541683088,0.425987117219196,0.0231525529056064,0.0237549686449519,0.687830022806306,3.1094113992031,348.474154668057,0.502562890560292,0.435044664804523,0.0308391870387074,0.0315533162442899,0.691678518868748,3.07074399017468,388.065635296813,0.564917081096744,0.378893036208,0.0162847820758931,0.0399051300179893,0.686349929805498,3.08027487746319,425.578282863669,0.514040054403055,0.402923834604449,0.021539168680264,0.0614969798811345,0.660383734779976,2.60712420737688,284.872824143975,0.578964083551174,0.378597863081386,0.0110628239822816,0.0313752783417038,0.635994737955844,2.55382375387978,466.089087770003,0.607622629340102,0.3604411168325,0.0171713808209363,0.0147649411206856,0.645909236053491,19,FEMALE,1
N022,2.87879735144517,466.686181214167,0.243453431140024,0.67880532984285,0.0777412754477407,2.40623897793628e-09,0.637540322631095,2.77547788556274,454.404354095593,0.211024348181867,0.722122802291493,0.0668529147817434,0,0.649745654228839,2.80730837783533,453.293453663428,0.283176943394646,0.576499176909186,0.140323754756674,1.97825520348512e-07,0.614736463211746,2.87103062219024,418.277300813008,0.292504463225325,0.551199356152928,0.156296250209062,0,0.595787975562723,2.55789603347423,356.554062699936,0.114311380597015,0.861841956453029,0.0238467442493415,0,0.711202433483519,2.35508348710533,378.736076930005,0.2375128221328,0.682988982238102,0.0683850956143661,0.00649182697007431,0.65079331131859,20,FEMALE,1
N069,4.08012762546689,482.550649317482,0.508902548877975,0.467400575274341,0.00398070242694505,0.0197162278266409,0.735579591481021,3.95726145765307,437.159940954699,0.554855444392387,0.421955242107984,0.001747701428156,0.0214416565317135,0.71815471545703,3.91898180249906,415.774981344549,0.511657073963208,0.446459376519527,0.00446306224264654,0.0374206351167137,0.718910016286927,3.93682475804548,541.871460449369,0.557066828337965,0.418067277123908,0.0103698711206085,0.0144961148510247,0.685927214551053,3.22445879899512,475.692196285568,0.558069374560762,0.43389391094189,0.00801829835686476,1.84787133140023e-05,0.69704775618913,3.08347419691043,659.284549276549,0.503177668135974,0.465371305799184,0.0298690315234295,0.00106194547152942,0.692029009571627,18,FEMALE,1
N029,3.41287409882821,549.623318533136,0.465605557017924,0.404240431910481,0.105696784853049,0.0220206161452871,0.671776784257314,3.39779405589895,443.624143194117,0.468224495157695,0.356947176324401,0.134352103552288,0.0404762775907043,0.677785606504986,3.48112089329312,581.083085033234,0.535833201343375,0.32629873789945,0.101453280083452,0.0301254476694484,0.68647962407923,3.5013226654615,509.278328465646,0.535895615767662,0.337049124973893,0.105065250486419,0.021990117367073,0.685132732760362,2.73213811595108,379.175444054757,0.555195994912047,0.371596773572079,0.0668148311724718,0.00422693356226785,0.667013606161728,2.73774193391732,542.611489997901,0.506270352687738,0.405951406774393,0.0825818769842548,0.00367566526188819,0.68917741499548,22,MALE,0
N070,3.89813355261349,388.539837231569,0.568088625110175,0.431911457898345,0,0,0.536691444019704,3.82735238466817,466.906277106649,0.66790294292557,0.332095466455165,1.68898323535815e-06,0,0.529339255117739,4.19330087497292,422.950740276324,0.730901631091332,0.269098338435707,8.69848721961397e-08,0,0.545901530026898,4.04221395234939,446.756365078995,0.615839590587318,0.381355277992229,0.00280520793149841,0,0.53176318315023,3.25087769432518,395.620754068794,0.543657949859884,0.447121529343935,0.00922063201753798,0,0.5098037346672,3.17298036836804,679.848299150924,0.624359596976727,0.277574613557513,0.0980658185556992,8.18432523796815e-09,0.450845575543606,20,FEMALE,1
N023,3.24884616901807,372.330199218023,0.0372101034860362,0.16968761778966,0.788463523940067,0.00463876617276119,0.722938647605636,3.07800822080633,404.244654806594,0.0430235925841536,0.259742468237331,0.696770347900717,0.000463644185198688,0.746592825385052,3.04336880999002,388.264457088462,0.0268984699493554,0.187391112568535,0.782838455966058,0.00287201030820025,0.728851422269556,2.97188047225539,366.021618570053,0.0324511355005919,0.303206404536417,0.662017086550507,0.00232542293148827,0.756253876224514,2.70299418026097,261.442142645753,0.0829612363669755,0.238958458162083,0.674737060966265,0.00334332487476806,0.751791646412022,NA,NA,0.140233056943655,0.354859548485199,0.498439233107658,0.00601897007075621,0.733051765786607,19,MALE,0
N074,3.15243106831126,233.060001075288,0.376517702415763,0.10232975390256,0.495728530725629,0.0254240970653951,0.550454883169895,3.23507812569491,264.455070349774,0.374434758964117,0.103876011797849,0.496739520494134,0.0249498141838719,0.547433891877755,3.0305141637825,259.581160342025,0.326974230249184,0.0727813208438544,0.572494352572979,0.0277501516782476,0.57346324723187,3.09294168193302,228.810144201325,0.435702406445452,0.0781016783003103,0.458104819288613,0.028091095846264,0.598570672050631,2.58046456111418,208.918242561775,0.467964146856604,0.11019598413425,0.402547621620632,0.0192923322011554,0.541540346331791,2.70405636907351,310.138004058943,0.400802449445244,0.0762244713791286,0.505266618663742,0.0177065393029582,0.570419803745893,19,FEMALE,1
N034,2.90517763841221,384.433295692854,0.600338464355127,0.371699276244526,0.00118305356448729,0.0267791982948509,0.524216144704449,3.10292357201851,415.050576004496,0.598185436343609,0.367910802302007,0.00029711045481394,0.0286578451812711,0.537842858472629,3.15797492305537,431.804183560634,0.630284248533735,0.331497000738786,0.000519061439879382,0.0376997079381832,0.537173568323187,3.18696046825852,445.237044383833,0.619724693741285,0.313731366968787,5.19945162501341e-05,0.0540630430387214,0.565714313429321,2.70068828354752,370.458380340916,0.642384812711157,0.335368051561279,0.00444503233558747,0.0178021569415632,0.50700067169825,2.57415626408713,569.305945075948,0.524776816002884,0.414212418013876,0.0177321155888321,0.0293329814628562,0.478544982902941,19,FEMALE,0
N038,2.50570773765067,256.571703561116,0.386998164319506,0.182022330301204,0.21389883516905,0.217080759420608,0.593042891651734,2.34394235967686,298.624602367757,0.342785733279193,0.20677050372218,0.270464578745867,0.17997927546068,0.588648664675058,2.37905569077124,281.814288898087,0.33691178660345,0.190565656715835,0.207115889975025,0.253387604444705,0.599666093646898,2.35038699178043,301.515255641663,0.335650338358435,0.196017848325989,0.240472641139716,0.227859195228042,0.593042405843098,2.11727102030379,196.917151775922,0.473448718960055,0.18651484005959,0.20430080882894,0.110876831632699,0.60708254786343,2.03090017238608,307.914743473257,0.43685308231064,0.222249343453612,0.245835279042981,0.0897511668194365,0.622081727482663,21,MALE,1
N071,3.43295676341292,525.064332903642,0.465109946126063,0.31992761077781,0.0706215410212624,0.144341021141553,0.688990036298066,3.34963201463398,446.689577415928,0.51099653021716,0.369333506035258,0.0578395894798507,0.061830461417945,0.70338927416696,3.26648413212413,449.618175463125,0.467653647740189,0.360773537067545,0.0588009559531563,0.112771888267372,0.700201253124155,3.26906313555452,420.708601080037,0.480222348940216,0.409709391288378,0.0495823932329365,0.0604858872696238,0.70908171645716,2.76493255261223,301.686393270242,0.469663736322991,0.411097801216929,0.0672966105758564,0.0519418924462971,0.720077455065776,2.7755437039726,503.59996925501,0.476545402885039,0.364859964664854,0.0742987820822536,0.0727418577486965,0.69456130100772,19,FEMALE,1
N035,2.75766767660217,376.638940488476,0.444344016700098,0.538540430039361,0.00481871945727046,0.012296958651881,0.551431135722353,2.71502806060563,395.973666666667,0.414914988657589,0.560700092558002,0.00621507749213527,0.0181698873255014,0.543177477690877,2.77070470249278,511.344953321782,0.442957194066431,0.550535604988423,0.00155793541048869,0.00494933874964455,0.573501386136252,2.8339261517668,322.529998547286,0.457385039986627,0.527389109514933,0.00746936398265592,0.00775656016736232,0.549899862023808,2.52569777829946,203.973042616452,0.538461558956464,0.439926806693135,0.0107511190531796,0.0108605869956451,0.572821607595523,2.51277514798832,263.552861162446,0.555433027891285,0.422493831460035,0.0135727832008317,0.0065038262164371,0.597699650477222,19,MALE,1
N077,3.17961379481842,297.696925807307,0.421486443708689,0.435382512888429,0.124877333233003,0.018253764757582,0.700991656581466,3.00845012383477,489.287800584164,0.474051492648506,0.428582324434821,0.0967990138247452,0.000567292999803153,0.725492996130756,3.04324334039029,420.33472421115,0.523347247709949,0.401282695848592,0.0566058064630852,0.0187643520382172,0.706612905418265,3.03060850930498,418.77351076476,0.471172964792176,0.456753458324072,0.0540413885530118,0.0180322671704823,0.727327446915634,2.54233854540119,269.752976991737,0.588559030291964,0.355711337363278,0.0519366244631088,0.00379307064792112,0.733441439967134,2.46871623435056,380.778873153149,0.456222720474665,0.456257296425669,0.0864000683292843,0.00111998889391088,0.714212291604095,31,FEMALE,1
N111,2.85625043225832,443.057062846243,0.436397113016708,0.396169339577286,0.0859077705786843,0.0815258538282573,0.637720700062331,2.90341233397134,535.868228461554,0.481593866342467,0.395070750410782,0.0707042598795041,0.0526311687108928,0.62491798418143,2.87858654915997,607.592673449768,0.459890509360138,0.381092474584275,0.0838250876648565,0.0751919853779472,0.601268198460073,2.90498608424826,586.629444863391,0.452900589118568,0.404620609937216,0.0567068488107142,0.0857720353589168,0.625854497441527,2.46803456771594,208.748974760778,0.4085245016303,0.449960603387111,0.0558349337119977,0.0856800143727257,0.692146102456403,2.38400718201873,393.146367960149,0.38546974438216,0.480691805016933,0.0723927514610052,0.0614457504890394,0.670160890656327,20,MALE,1
N043,3.53836837690927,545.536422168918,0.326235816554072,0.616541445054455,0.0541174809094312,0.00310530421026363,0.6667382912309,3.44334350466705,563.512024983452,0.3567558952819,0.599226037432382,0.0427622961323729,0.00125586025051347,0.676443549829907,3.54396253214105,551.011050814011,0.433864789620468,0.550798863209517,0.0151158884173369,0.000220547081093462,0.668997848820446,3.55803821592521,907.319679058689,0.430224348008484,0.55319493793271,0.0165781562567155,2.59736146278111e-06,0.664177598854302,3.07677765243347,289.049405306496,0.469039569034841,0.516902581761747,0.014052867170808,5.06504769435238e-06,0.656507105478597,2.94067435036917,535.086250183835,0.460172335457826,0.514977470671086,0.0223857380100519,0.000282397024670663,0.673630635886123,19,FEMALE,1
N076,3.33561827027083,647.052148382887,0.600583046864953,0.196555082211159,0.0191781113295244,0.183683838149652,0.654938316725185,3.23820483495716,561.583572984025,0.625441566793155,0.202334730206916,0.0105168268203623,0.161706970315744,0.650260044095574,3.30387462873789,970.251052516815,0.707244164333806,0.175694205683026,0.00478724069808646,0.112274413137846,0.62885111469407,3.28174397404612,596.044355341987,0.663593762308954,0.211832775977675,0.00645864996188778,0.118114894086793,0.624233025550569,2.72793483697397,290.855255516841,0.658863405673,0.237558437817768,0.00689936934706984,0.096678862640487,0.590139890391082,2.65742075473872,743.665869117596,0.691917994212486,0.234177417085643,0.016791116128581,0.0566366838993949,0.594324961832295,21,FEMALE,1
N047,2.83091228561409,457.362902548893,0.478415859696231,0.33558751123755,0.139268500851688,0.0467282748231565,0.479537992948299,2.79007129688568,525.55624551388,0.518270491942081,0.318849519610235,0.136848973250291,0.0260311029232381,0.478713309948685,2.76613041524142,598.744136731838,0.529822578454949,0.296635614825981,0.140044011820586,0.0334978759915294,0.443311152841659,2.80302774019345,527.552929232607,0.453196449668256,0.318380847263114,0.15905572605225,0.0693670508397263,0.47467458745594,2.45340189648018,396.660919122458,0.539436400195785,0.253765436859189,0.179214346818486,0.0275838828687722,0.449104876008403,2.50142643932793,515.760502897223,0.505201032184292,0.272749999536716,0.198006751734039,0.0240422730606345,0.474488648963373,18,MALE,0
N042,3.23251975298992,451.383826719854,0.684339379085222,0.281728128449527,0.00277767856418576,0.0311549219693306,0.568251263095562,3.09694175681484,527.999493337387,0.641345828826798,0.32789464391984,0.00676833383677287,0.0222498578609831,0.576410140728549,3.08941066990667,577.476045025171,0.676921913600722,0.276287738557003,0.0206984146894568,0.0260920054041857,0.53667648329856,3.09634878665094,581.484385428742,0.597350238189691,0.382914490794804,0.00933300262606509,0.0104022938678586,0.53438766106515,2.74112855108365,418.506806940169,0.706217516588756,0.265793466590179,0.00825612357888549,0.0197329430416355,0.598317870397856,2.6304898486116,668.1662579108,0.634698758444097,0.312518111200421,0.0265054450322383,0.0243716963188489,0.576459265339179,23,MALE,0
N051,3.29421715409516,482.446600695498,0.439490388735445,0.399327455146803,0.12205947590422,0.0391227830722216,0.713051569399904,3.27894335157622,391.013400487015,0.419335710225148,0.381895749729988,0.181492401829851,0.0172762218564367,0.715850364739361,3.33067610383817,385.588836465414,0.352323178140305,0.43252451208296,0.150943560759697,0.064208908935182,0.705697073975014,3.33365287942034,385.164931075226,0.37588409439184,0.427147820897263,0.181501842910009,0.0154663331495403,0.744384831772995,2.80596701829456,223.235885071328,0.349485430999895,0.365548571406094,0.282849547837887,0.00211654661194735,0.788587201473134,2.79326705805501,389.832235346821,0.458635853755714,0.379715087372352,0.150542223900586,0.0103162141072693,0.744174749329976,23,FEMALE,0
N050,3.5820329725992,459.965983205184,0.447734312069103,0.400957193041924,0.149717840881132,0.00159076291032029,0.749788574335929,3.27018794760892,489.665399239544,0.363784344585582,0.466967103869311,0.165282293302253,0.00396630920831204,0.779589973475706,3.30605876588327,497.623438398411,0.347336900340427,0.492623611461809,0.157102128393002,0.00293740453377221,0.780367349673052,3.29355581558085,487.466376757526,0.354376005274567,0.454885567555418,0.190733972568255,4.51946495110037e-06,0.795084752486919,2.82635768544181,237.393141831239,0.289491903918607,0.49577997142421,0.21137448834014,1.143532689592e-05,0.77727281957097,2.75987563896296,475.986625605671,0.451572656134698,0.404059444806381,0.131684056595742,0.00623716567057636,0.751042460444561,19,FEMALE,0
N096,3.53193124059502,438.231982048481,0.636358855760447,0.363117777364236,0.000523382354931484,0,0.627049514330882,3.38665054631903,570.606465426254,0.622840321240016,0.375798428912278,0.00136133134222282,0,0.608200604152565,3.44318142792,409.178997940975,0.649671841910314,0.350192225411453,0.000135965187174624,0,0.597082825235798,3.41337451305908,487.455881929031,0.675703559510419,0.323862731100521,0.000433775707435472,0,0.60038629056654,2.96401722305951,226.010475774771,0.620517429529993,0.378321263200763,0.00116133817380714,0,0.614101344508399,3.13247338630197,186.879076086957,0.607192604479375,0.39261424582877,0.000193195000966308,0,0.599770230153106,18,MALE,1
N097,2.99615476579708,397.50503023716,0.346714888723479,0.562740640384668,0.0860157321670153,0.00452883823856999,0.61065743323234,2.91163501540374,474.782202649096,0.227232637980618,0.66896435306087,0.101211537418473,0.00259155281778029,0.66304589648399,2.91730219336647,454.250603467193,0.308526939324151,0.592164927074279,0.0877834393823985,0.0115247353418225,0.623469513548234,2.9858954830329,443.917704609595,0.376175791782854,0.548549073524521,0.0637692282227737,0.0115059921461281,0.628180583749109,2.50200444942036,291.246500399458,0.134378820463287,0.693579492211838,0.167137480673176,0.00230240195617745,0.640421380367882,2.49877997542183,433.147574412522,0.372012879717297,0.430357552457687,0.134463616940452,0.0141476233006238,0.60911997082925,20,FEMALE,0
