id,game_time,skill_level,Easy1_pupil,Easy1_FixationDuration,Easy1_HighEngagement,Easy1_LowEngagement,Easy1_Distraction,Easy1_Drowsy,Easy1_WorkloadAverage,Easy2_pupil,Easy2_FixationDuration,Easy2_HighEngagement,Easy2_LowEngagement,Easy2_Distraction,Easy2_Drowsy,Easy2_WorkloadAverage,Moderate_pupil,Moderate_FixationDuration,Moderate_HighEngagement,Moderate_LowEngagement,Moderate_Distraction,Moderate_Drowsy,Moderate_WorkloadAverage,Difficult_pupil,Difficult_FixationDuration,Difficult_HighEngagement,Difficult_LowEngagement,Difficult_Distraction,Difficult_Drowsy,Difficult_WorkloadAverage,Posttest_pupil,Posttest_FixationDuration,Posttest_HighEngagement,Posttest_LowEngagement,Posttest_Distraction,Posttest_Drowsy,Posttest_WorkloadAverage,WMC_pupil,WMC_FixationDuration,WMC_HighEngagement,WMC_LowEngagement,WMC_Distraction,WMC_Drowsy,WMC_WorkloadAverage,Age,Gender,output,Easy2_pupilsize,Moderate_pupilsize,Difficult_pupilsize,WMC_pupilsize,Posttest_pupilsize,Posttest_fd,WMC_fd,Easy2_fd,Moderate_fd,Difficult_fd,Difficult_wl,WMC_wl,Posttest_wl,Easy2_wl,Moderate_wl,Posttest_he,WMC_he,Easy2_he,Moderate_he,Difficult_he,Difficult_dr,Easy2_dr,Moderate_dr,WMC_dr,Posttest_dr,Posttest_ds,Difficult_ds,WMC_ds,Easy2_ds,Moderate_ds,Moderate_le,Difficult_le,WMC_le,Posttest_le,Easy2_le
N078,Once per month,Moderately skilled,3.187713451,469.0092614,0.287046921,0.489714011,0.201480366,0.014855106,0.688134061,3.170527619,448.2805019,0.335939655,0.342279631,0.315480707,0.006300118,0.646964324,3.215758405,492.0942726,0.338642317,0.330603912,0.322546767,0.008207099,0.6337526,3.257283348,427.6029359,0.199406984,0.568960554,0.081468505,0.10247639,0.729501941,2.640288754,439.6135905,0.321614199,0.382978504,0.290844556,0.004562856,0.652688981,2.59463365,540.7633606,0.336822763,0.360708646,0.301238247,0.001230452,0.653985626,19,FEMALE,1,-0.017185832,0.0280449539999998,0.069569897,-0.593079801,-0.547424697,29.3956709,-71.7540992,20.7287595,-23.0850112,41.4063255,-0.04136788,0.034148435,0.03544508,0.0411697369999999,0.054381461,-0.034567278,-0.049775842,-0.048892734,-0.051595396,0.087639937,-0.087621284,0.008554988,0.006648007,0.013624654,0.01029225,-0.08936419,0.120011861,-0.099757881,-0.114000341,-0.121066401,0.159110099,-0.079246543,0.129005365,0.106735507,0.14743438
N115,Every day,Moderately skilled,3.159869951,351.9396969,0.409166958,0.502599931,0.029415511,0.058817681,0.511892533,3.065607531,414.5738466,0.4970503,0.384373732,0.032874394,0.085701637,0.49789338,3.006349792,455.1840153,0.408801614,0.49648875,0.016901706,0.077808003,0.469572679,2.983986557,501.4419778,0.436421047,0.428543331,0.041276069,0.093759685,0.501200599,2.536254175,502.5834461,0.498293782,0.385662053,0.081887433,0.034156789,0.437120459,2.549284901,542.6595103,0.454423206,0.398872444,0.114475913,0.031800802,0.446633478,26,MALE,1,-0.0942624200000002,-0.153520159,-0.175883394,-0.61058505,-0.623615776,-150.6437492,-190.7198134,-62.6341497,-103.2443184,-149.5022809,0.010691934,0.0652590550000001,0.074772074,0.013999153,0.042319854,-0.089126824,-0.045256248,-0.087883342,0.000365344000000045,-0.027254089,-0.034942004,-0.026883956,-0.018990322,0.027016879,0.024660892,-0.052471922,-0.011860558,-0.085060402,-0.003458883,0.012513805,0.00611118100000002,0.0740566,0.103727487,0.116937878,0.118226199
N051,Not at all,Slightly skilled,3.294217154,482.4466007,0.439490389,0.399327455,0.122059476,0.039122783,0.713051569,3.278943352,391.0134005,0.41933571,0.38189575,0.181492402,0.017276222,0.715850365,3.330676104,385.5888365,0.352323178,0.432524512,0.150943561,0.064208909,0.705697074,3.333652879,385.1649311,0.375884094,0.427147821,0.181501843,0.015466333,0.744384832,2.805967018,223.2358851,0.349485431,0.365548571,0.282849548,0.002116547,0.788587201,2.793267058,389.8322353,0.458635854,0.379715087,0.150542224,0.010316214,0.744174749,23,FEMALE,0,-0.0152738019999998,0.0364589500000001,0.0394357250000001,-0.500950096,-0.488250136,259.2107156,92.6143654,91.4332002,96.8577642,97.2816696,-0.0313332630000001,-0.03112318,-0.075535632,-0.00279879599999999,0.00735449499999996,0.090004958,-0.019145465,0.020154679,0.087167211,0.063606295,0.02365645,0.021846561,-0.025086126,0.028806569,0.037006236,-0.160790072,-0.059442367,-0.028482748,-0.059432926,-0.028884085,-0.033197057,-0.027820366,0.019612368,0.033778884,0.017431705
N081,A few times per week,Moderately skilled,3.09988049,379.4910092,0.860768976,0.139076445,0.000154595,0,0.490652092,2.987041074,409.0606965,0.887403892,0.112591874,4.29e-06,0,0.472275044,2.97945457,409.3123097,0.860786074,0.139209996,3.96e-06,0,0.446690751,3.005763382,415.3495073,0.89589484,0.104095341,9.86e-06,0,0.471564456,2.536115171,301.6272061,0.858293068,0.141274375,0.000432575,0,0.435175842,2.430507229,632.3890029,0.814455701,0.180644828,0.004843135,5.64e-05,0.453008971,21,FEMALE,0,-0.112839416,-0.12042592,-0.0941171079999998,-0.669373261,-0.563765319,77.8638031,-252.8979937,-29.5696873,-29.8213005,-35.8584981,0.019087636,0.037643121,0.05547625,0.018377048,0.043961341,0.00247590799999997,0.046313275,-0.026634916,-1.70979999999377e-05,-0.035125864,0,0,0,-5.64e-05,0,-0.00027798,0.000144735,-0.00468854,0.000150305,0.000150635,-0.00013355100000001,0.034981104,-0.041568383,-0.00219793000000001,0.026484571
N116,A few times per week,Moderately skilled,3.435707448,455.4995364,0.35917317,0.273063097,0.353484664,0.012021501,0.736518135,3.329751608,387.9414242,0.328289817,0.23317674,0.32538657,0.001788865,0.784338267,3.329949938,467.355549,0.377118745,0.252075486,0.364143204,0.006662662,0.753408441,3.33622501,394.1734097,0.336113026,0.305811355,0.352101609,0.005974135,0.758946286,2.955842165,309.3168364,0.397403753,0.272246354,0.320544816,0.004457242,0.734959907,2.894240069,391.5157814,0.342060421,0.243455924,0.405251429,0.004072158,0.718278375,20,MALE,1,-0.10595584,-0.10575751,-0.0994824379999999,-0.541467379,-0.479865283,146.1827,63.983755,67.5581122,-11.8560126,61.3261267,-0.0224281510000001,0.0182397599999999,0.00155822799999994,-0.047820132,-0.0168903060000001,-0.038230583,0.017112749,0.030883353,-0.017945575,0.023060144,0.006047366,0.010232636,0.005358839,0.007949343,0.007564259,0.032939848,0.00138305500000002,-0.051766765,0.028098094,-0.01065854,0.020987611,-0.032748258,0.029607173,0.000816742999999953,0.039886357
N050,Once per month,Not skilled,3.582032973,459.9659832,0.447734312,0.400957193,0.149717841,0.001590763,0.749788574,3.270187948,489.6653992,0.363784345,0.466967104,0.165282293,0.003966309,0.779589973,3.306058766,497.6234384,0.3473369,0.492623611,0.157102128,0.002937405,0.78036735,3.293555816,487.4663768,0.354376005,0.454885568,0.190733973,4.52e-06,0.795084752,2.826357685,237.3931418,0.289491904,0.495779971,0.211374488,1.14e-05,0.77727282,2.759875639,475.9866256,0.451572656,0.404059445,0.131684057,0.006237166,0.75104246,19,FEMALE,0,-0.311845025,-0.275974207,-0.288477157,-0.822157334,-0.755675288,222.5728414,-16.0206424,-29.699416,-37.6574552,-27.5003936,-0.045296178,-0.00125388599999998,-0.027484246,-0.029801399,-0.030578776,0.158242408,-0.00383834399999999,0.083949967,0.100397412,0.093358307,0.001586243,-0.002375546,-0.001346642,-0.004646403,0.001579363,-0.061656647,-0.041016132,0.018033784,-0.015564452,-0.00738428700000002,-0.091666418,-0.053928375,-0.00310225200000003,-0.094822778,-0.066009911
N082,Every day,Very skilled,3.050699547,367.8665423,0.435825502,0.160069395,0.397995095,0.006110045,0.460724566,2.946987085,357.3583392,0.424137974,0.160903386,0.404305993,0.010652733,0.491149767,3.101820067,171.9209246,0.486486243,0.154759082,0.356484756,0.002269982,0.478220191,3.243527731,179.0326671,0.456348376,0.116029052,0.417793175,0.009829474,0.4901986,2.564815987,282.2838245,0.423533221,0.204792935,0.356841594,0.008920322,0.5130163,2.612266513,530.3854703,0.4831537,0.179585238,0.33477449,0.000572254,0.4912581,21,MALE,1,-0.103712462,0.05112052,0.192828184,-0.438433034,-0.48588356,85.5827178,-162.518928,10.5082031,195.9456177,188.8338752,-0.029474034,-0.030533534,-0.052291734,-0.030425201,-0.017495625,0.012292281,-0.047328198,0.011687528,-0.050660741,-0.020522874,-0.003719429,-0.004542688,0.003840063,0.005537791,-0.002810277,0.041153501,-0.01979808,0.063220605,-0.00631089799999995,0.041510339,0.00531031300000001,0.044040343,-0.019515843,-0.04472354,-0.000833991000000006
N087,Once per month,Moderately skilled,3.677911606,343.8123317,0.605732816,0.190148377,8.44e-05,0.204034474,0.734586797,3.502706341,289.5843073,0.62220599,0.199409602,6.85e-05,0.178315975,0.766653055,3.529104682,162.6722838,0.700325155,0.16019105,1.15e-08,0.139483863,0.762693409,3.623779667,252.995637,0.606598684,0.220334866,1.15e-05,0.173054954,0.735592096,3.452295874,195.7730061,0.646226995,0.181411906,7.71e-06,0.172353457,0.761070247,3.071829757,338.8670662,0.634407386,0.212059451,0.001558191,0.151975034,0.777386649,21,MALE,1,-0.175205265,-0.148806924,-0.0541319389999999,-0.606081849,-0.225615732,148.0393256,4.9452655,54.2280244,181.1400479,90.8166947,-0.00100529900000002,-0.042799852,-0.0264834500000001,-0.0320662580000001,-0.0281066120000001,-0.0404941790000001,-0.0286745700000001,-0.016473174,-0.0945923390000001,-0.000865868000000103,0.03097952,0.025718499,0.064550611,0.05205944,0.031681017,7.669e-05,7.29e-05,-0.001473791,1.59e-05,8.43885e-05,0.029957327,-0.030186489,-0.021911074,0.008736471,-0.00926122499999998
N083,Once per week,Moderately skilled,2.924784695,482.2686068,0.474021771,0.446551464,0.046378366,0.033048439,0.678704353,2.936666096,425.6587615,0.352142704,0.614499552,0.017313385,0.016044473,0.711431618,2.921425303,440.725824,0.39527624,0.556407372,0.022419402,0.025897026,0.702696124,2.857773233,510.2783881,0.380845921,0.588221974,0.008142882,0.022789271,0.722251537,2.472842964,464.4967707,0.450744202,0.447077301,0.087917168,0.014261378,0.676012159,2.480049975,481.0043277,0.44658403,0.480142278,0.05542939,0.016562707,0.700156436,19,FEMALE,0,0.0118814010000001,-0.00335939200000013,-0.067011462,-0.44473472,-0.451941731,17.7718361,1.26427910000001,56.6098453,41.5427828,-28.0097813,-0.043547184,-0.021452083,0.00269219399999998,-0.032727265,-0.0239917710000001,0.023277569,0.027437741,0.121879067,0.078745531,0.09317585,0.010259168,0.017003966,0.007151413,0.016485732,0.018787061,-0.041538802,0.038235484,-0.009051024,0.029064981,0.023958964,-0.109855908,-0.14167051,-0.033590814,-0.000525836999999973,-0.167948088
N085,A few times per week,Moderately skilled,3.409047038,393.8099579,0.513801291,0.382659272,0.004322661,0.099216851,0.60328167,3.285782041,440.6319104,0.546352283,0.3819808,0.001133425,0.070533572,0.589576112,3.478746697,403.9515608,0.591878712,0.318716884,0.001488669,0.08791581,0.564592598,3.519549259,427.8278778,0.603992342,0.321364824,0.000405085,0.074237812,0.591468893,2.748705181,336.9028673,0.522206104,0.408418009,0.001939199,0.03593992,0.596594952,2.785281376,489.2904615,0.546627485,0.390538789,0.013789732,0.025234559,0.638215276,20,FEMALE,1,-0.123264997,0.0696996589999999,0.110502221,-0.623765662,-0.660341857,56.9070905999999,-95.4805036,-46.8219525,-10.1416029,-34.0179199,0.0118127769999999,-0.0349336060000001,0.00668671799999998,0.013705558,0.038689072,-0.00840481299999996,-0.032826194,-0.032550992,-0.0780774209999999,-0.0901910509999999,0.024979039,0.028683279,0.011301041,0.073982292,0.063276931,0.002383462,0.003917576,-0.009467071,0.003189236,0.002833992,0.063942388,0.061294448,-0.007879517,-0.025758737,0.000678471999999986
N086,Not at all,Moderately skilled,3.277140583,381.0826098,0.264404177,0.479222165,0.256372825,9.39e-07,0.784949282,3.109644743,268.6657235,0.276668085,0.58390745,0.139424465,0,0.812323413,3.110522854,266.3589167,0.251783498,0.62456737,0.123648578,6.34e-07,0.808281694,3.1474869,347.6855293,0.284419114,0.572456968,0.143121112,2.9e-06,0.775858588,2.634711057,439.7784554,0.306173622,0.383886707,0.309925253,1.45e-05,0.772541846,2.579967339,454.4492693,0.442285481,0.39202936,0.141100571,0.020942317,0.750842592,20,FEMALE,1,-0.16749584,-0.166617729,-0.129653683,-0.697173244,-0.642429526,-58.6958456,-73.3666595,112.4168863,114.7236931,33.3970805,0.00909069400000007,0.03410669,0.012407436,-0.027374131,-0.023332412,-0.041769445,-0.177881304,-0.012263908,0.012620679,-0.020014937,-1.961e-06,9.39e-07,3.05e-07,-0.020941378,-1.3561e-05,-0.053552428,0.113251713,0.115272254,0.11694836,0.132724247,-0.145345205,-0.093234803,0.087192805,0.095335458,-0.104685285
N089,Every day,Moderately skilled,3.194401497,262.4248534,0.273414031,0.193619878,0.460376509,0.072589746,0.656642045,3.264287914,257.435311,0.336204547,0.201366172,0.414488925,0.047940527,0.614907713,3.14882762,248.8977451,0.335917967,0.183357726,0.449620793,0.031103653,0.591598166,3.22744339,249.5557541,0.282005198,0.193047165,0.410849467,0.11409823,0.635724252,2.545033717,279.2354254,0.340112407,0.24658295,0.404052898,0.00925182,0.574734014,2.535294423,262.1245945,0.329090571,0.2049193,0.444541915,0.020609926,0.600764272,19,FEMALE,1,0.0698864170000002,-0.0455738769999998,0.033041893,-0.659107074,-0.64936778,-16.810572,0.300258900000017,4.9895424,13.5271083,12.8690993,0.020917793,0.055877773,0.081908031,0.041734332,0.065043879,-0.066698376,-0.05567654,-0.062790516,-0.062503936,-0.00859116700000001,-0.041508484,0.024649219,0.041486093,0.05197982,0.063337926,0.056323611,0.049527042,0.015834594,0.045887584,0.010755716,0.010262152,0.000572713000000002,-0.011299422,-0.052963072,-0.00774629400000001
N091,A few times per week,Not skilled,3.958041387,379.427649,0.653794039,0.341665763,0.004071837,0.000468417,0.621576269,3.759718875,394.4238602,0.677754488,0.302523211,0.01438064,0.005341753,0.637613898,3.727811078,612.4167526,0.662487841,0.327015654,0.010438111,5.85e-05,0.630743897,3.870185417,517.9156356,0.695361993,0.281239572,0.013897561,0.009500907,0.628271936,3.156970527,310.2135342,0.854997867,0.122900596,0.022100525,1.02e-06,0.583241177,3.012754835,436.912134,0.999189,0.000811,0,0,0.563172,19,FEMALE,1,-0.198322512,-0.230230309,-0.0878559700000001,-0.945286552,-0.80107086,69.2141147999999,-57.484485,-14.9962112,-232.9891036,-138.4879866,-0.00669566700000002,0.058404269,0.038335092,-0.0160376290000001,-0.00916762800000004,-0.201203828,-0.345394961,-0.0239604490000001,-0.00869380200000003,-0.041567954,-0.00903249,-0.004873336,0.000409917,0.000468417,0.000467397,-0.018028688,-0.009825724,0.004071837,-0.010308803,-0.006366274,0.014650109,0.060426191,0.340854763,0.218765167,0.039142552
N090,Once per week,Slightly skilled,3.232598616,457.0278517,0.60238291,0.280459056,0.02585205,0.091306051,0.65302984,3.20370575,524.5123759,0.630559474,0.287989852,0.018980742,0.062470058,0.61847347,3.145854391,547.9271737,0.598279421,0.273046622,0.032963196,0.095710798,0.626450763,3.207397507,452.714295,0.594017251,0.280036127,0.037998649,0.087948097,0.615843851,2.83401988,375.0497255,0.749846223,0.182197448,0.023801263,0.044155141,0.599761042,2.95782284,340.9854553,0.651049829,0.259542238,0.036135477,0.053272503,0.644715047,21,FEMALE,1,-0.0288928660000001,-0.0867442250000003,-0.0252011090000002,-0.274775776,-0.398578736,81.9781262,116.0423964,-67.4845242000001,-90.899322,4.31355669999999,0.0371859889999999,0.00831479299999993,0.053268798,0.03455637,0.026579077,-0.147463313,-0.048666919,-0.028176564,0.00410348900000002,0.00836565899999997,0.003357954,0.028835993,-0.004404747,0.038033548,0.04715091,0.002050787,-0.012146599,-0.010283427,0.006871308,-0.007111146,0.00741243399999997,0.000422928999999961,0.020916818,0.098261608,-0.00753079600000001
N088,A few times per week,Very skilled,3.083856553,356.7501189,0.54125112,0.266214699,0.1660754,0.026458934,0.63403691,2.996054819,333.3724213,0.491428321,0.277030187,0.183847302,0.047694326,0.609511825,2.946355272,256.766984,0.493024294,0.199286065,0.230195384,0.077494348,0.599154484,2.972336541,291.0481841,0.442235709,0.243055869,0.230145581,0.084562958,0.608671304,2.593549498,269.2000997,0.512128199,0.268214057,0.209802601,0.009855242,0.655623899,2.5184968,370.8185461,0.523892947,0.282129502,0.18456429,0.009413353,0.669748182,19,MALE,1,-0.0878017340000001,-0.137501281,-0.111520012,-0.565359753,-0.490307055,87.5500192,-14.0684272,23.3776976,99.9831349,65.7019348,0.0253656059999999,-0.035711272,-0.021586989,0.0245250849999999,0.0348824259999999,0.029122921,0.017358173,0.049822799,0.048226826,0.099015411,-0.058104024,-0.021235392,-0.051035414,0.017045581,0.016603692,-0.043727201,-0.064070181,-0.01848889,-0.017771902,-0.064119984,0.066928634,0.02315883,-0.015914803,-0.00199935800000001,-0.010815488
N092,Once per week,Moderately skilled,3.565641826,356.2384077,0.791455658,0.097427152,5.42e-05,0.111062998,0.650423942,3.402345861,335.3051472,0.787044835,0.101733985,3.99e-06,0.111217252,0.640510586,3.437680482,399.7189265,0.770560186,0.103428574,0.000994985,0.12501626,0.65723963,3.384722054,381.0005542,0.807088828,0.078622025,1.69e-05,0.114272234,0.625578128,2.798493067,471.6311112,0.793939259,0.128680191,0.001975887,0.075404743,0.617468733,2.794178366,349.4419851,0.727355334,0.216899671,0.00614207,0.049602983,0.615388211,21,FEMALE,1,-0.163295965,-0.127961344,-0.180919772,-0.77146346,-0.767148759,-115.3927035,6.79642259999997,20.9332605,-43.4805188,-24.7621465,0.024845814,0.035035731,0.0329552089999999,0.00991335599999998,-0.00681568799999999,-0.002483601,0.064100324,0.00441082299999995,0.020895472,-0.0156331700000001,-0.003209236,-0.000154254000000006,-0.013953262,0.061460015,0.035658255,-0.001921687,3.73e-05,-0.00608787,5.021e-05,-0.000940785,-0.00600142199999999,0.018805127,-0.119472519,-0.031253039,-0.004306833
N093,Not at all,Not skilled,2.692777246,324.011283,0.679489718,0.23796102,0.079423571,0.003125714,0.731768397,2.608221077,349.9277154,0.656210174,0.304263996,0.032898793,0.006627081,0.719787532,2.632294113,339.1882143,0.677549165,0.290468776,0.028919319,0.003062803,0.715502835,2.651839212,377.952754,0.769235699,0.122914265,0.107787197,6.29e-05,0.763343628,2.253478288,218.2347382,0.750274449,0.161073058,0.085484445,0.003168096,0.729117564,2.238923979,338.9967109,0.686284142,0.254714021,0.047804484,0.009783144,0.729060853,19,FEMALE,0,-0.0845561689999998,-0.060483133,-0.0409380339999998,-0.453853267,-0.439298958,105.7765448,-14.9854279,-25.9164324,-15.1769313,-53.941471,-0.031575231,0.00270754399999995,0.00265083299999991,0.011980865,0.016265562,-0.0707847309999999,-0.00679442399999997,0.023279544,0.00194055300000007,-0.089745981,0.003062814,-0.003501367,6.29110000000001e-05,-0.00665743,-4.23820000000001e-05,-0.00606087400000001,-0.028363626,0.031619087,0.046524778,0.050504252,-0.052507756,0.115046755,-0.016753001,0.076887962,-0.066302976
N094,NA,NA,2.972162726,214.7337206,0.441888897,0.27173395,0.272924908,0.013452295,0.766162064,3.001166159,194.0322009,0.371209572,0.291655516,0.324988621,0.01214638,0.734196191,3.007941418,206.7020202,0.40089378,0.299735462,0.292153324,0.000192849,0.740695109,2.996589588,221.365301,0.416558786,0.243966112,0.336131037,0.000958233,0.743251429,2.674877021,293.3411918,0.213274881,0.176599668,0.599723477,0.002165187,0.799482675,2.577919868,230.3775282,0.415747922,0.332949111,0.239130437,0.010469571,0.737510697,21,MALE,0,0.0290034329999997,0.0357786920000001,0.0244268619999999,-0.394242858,-0.297285705,-78.6074712,-15.6438076,20.7015197,8.03170040000001,-6.63158039999999,0.022910635,0.0286513669999999,-0.0333206110000001,0.031965873,0.025466955,0.228614016,0.026140975,0.070679325,0.040995117,0.025330111,0.012494062,0.001305915,0.013259446,0.002982724,0.011287108,-0.326798569,-0.063206129,0.033794471,-0.052063713,-0.019228416,-0.028001512,0.027767838,-0.061215161,0.095134282,-0.019921566
