id,game_time,skill_level,Easy1_pupil,Easy1_FixationDuration,Easy1_HighEngagement,Easy1_LowEngagement,Easy1_Distraction,Easy1_Drowsy,Easy1_WorkloadAverage,Easy2_pupil,Easy2_FixationDuration,Easy2_HighEngagement,Easy2_LowEngagement,Easy2_Distraction,Easy2_Drowsy,Easy2_WorkloadAverage,Moderate_pupil,Moderate_FixationDuration,Moderate_HighEngagement,Moderate_LowEngagement,Moderate_Distraction,Moderate_Drowsy,Moderate_WorkloadAverage,Difficult_pupil,Difficult_FixationDuration,Difficult_HighEngagement,Difficult_LowEngagement,Difficult_Distraction,Difficult_Drowsy,Difficult_WorkloadAverage,Posttest_pupil,Posttest_FixationDuration,Posttest_HighEngagement,Posttest_LowEngagement,Posttest_Distraction,Posttest_Drowsy,Posttest_WorkloadAverage,WMC_pupil,WMC_FixationDuration,WMC_HighEngagement,WMC_LowEngagement,WMC_Distraction,WMC_Drowsy,WMC_WorkloadAverage,Age,Gender,output,Easy2_pupilsize,Moderate_pupilsize,Difficult_pupilsize,WMC_pupilsize,Posttest_pupilsize,Posttest_fd,WMC_fd,Easy2_fd,Moderate_fd,Difficult_fd,Difficult_wl,WMC_wl,Posttest_wl,Easy2_wl,Moderate_wl,Posttest_he,WMC_he,Easy2_he,Moderate_he,Difficult_he,Difficult_dr,Easy2_dr,Moderate_dr,WMC_dr,Posttest_dr,Posttest_ds,Difficult_ds,WMC_ds,Easy2_ds,Moderate_ds,Moderate_le,Difficult_le,WMC_le,Posttest_le,Easy2_le
N098,NA,NA,2.383344088,318.3759217,0.37317164,0.505058848,0.017062564,0.104706975,0.504045817,2.314255139,344.8470802,0.39174522,0.490898466,0.006708189,0.110648221,0.507188317,2.290659605,321.2204693,0.386227786,0.488229741,0.005056116,0.120486436,0.532881277,2.285716376,310.4262776,0.386890105,0.490683828,0.005572022,0.116854183,0.524973174,2.277690514,247.1251133,0.58645807,0.400218723,0.013172208,0.000151072,0.393115215,2.024410882,229.4333768,0.418249678,0.451705732,0.100168057,0.02987659,0.422981432,19,MALE,0,-0.0690889489999997,-0.0926844829999998,-0.097627712,-0.358933206,-0.105653574,71.2508084,88.9425449,-26.4711585,-2.8445476,7.9496441,-0.020927357,0.081064385,0.110930602,-0.00314250000000005,-0.02883546,-0.21328643,-0.045078038,-0.01857358,-0.013056146,-0.013718465,-0.012147208,-0.00594124600000001,-0.015779461,0.074830385,0.104555903,0.003890356,0.011490542,-0.083105493,0.010354375,0.012006448,0.016829107,0.01437502,0.053353116,0.104840125,0.014160382
N022,Not at all,Not skilled,2.878797351,466.6861812,0.243453431,0.67880533,0.077741275,2.41e-09,0.637540323,2.775477886,454.4043541,0.211024348,0.722122802,0.066852915,0,0.649745654,2.807308378,453.2934537,0.283176943,0.576499177,0.140323755,1.98e-07,0.614736463,2.871030622,418.2773008,0.292504463,0.551199356,0.15629625,0,0.595787976,2.557896033,356.5540627,0.114311381,0.861841956,0.023846744,0,0.711202433,2.355083487,378.7360769,0.237512822,0.682988982,0.068385096,0.006491827,0.650793311,20,FEMALE,1,-0.103319465,-0.0714889729999997,-0.00776672899999964,-0.523713864,-0.320901318,110.1321185,87.9501043,12.2818271,13.3927275,48.4088804,0.041752347,-0.0132529880000001,-0.07366211,-0.012205331,0.02280386,0.12914205,0.00594060899999999,0.032429083,-0.039723512,-0.049051032,2.41e-09,2.41e-09,-1.9559e-07,-0.00649182459,2.41e-09,0.053894531,-0.078554975,0.00935617899999999,0.01088836,-0.06258248,0.102306153,0.127605974,-0.00418365200000004,-0.183036626,-0.043317472
N069,Once per week,Slightly skilled,4.080127625,482.5506493,0.508902549,0.467400575,0.003980702,0.019716228,0.735579591,3.957261458,437.159941,0.554855444,0.421955242,0.001747701,0.021441657,0.718154715,3.918981802,415.7749813,0.511657074,0.446459377,0.004463062,0.037420635,0.718910016,3.936824758,541.8714604,0.557066828,0.418067277,0.010369871,0.014496115,0.685927215,3.224458799,475.6921963,0.558069375,0.433893911,0.008018298,1.85e-05,0.697047756,3.083474197,659.2845493,0.503177668,0.465371306,0.029869032,0.001061945,0.69202901,18,FEMALE,1,-0.122866167,-0.161145823,-0.143302867,-0.996653428,-0.855668826,6.858453,-176.7339,45.3907083,66.775668,-59.3208111000001,0.0496523760000001,0.0435505810000001,0.038531835,0.017424876,0.016669575,-0.049166826,0.00572488100000001,-0.045952895,-0.00275452500000006,-0.048164279,0.005220113,-0.001725429,-0.017704407,0.018654283,0.019697728,-0.004037596,-0.006389169,-0.02588833,0.002233001,-0.00048236,0.020941198,0.049333298,0.002029269,0.033506664,0.045445333
N106,NA,NA,3.08906719,344.1460397,0.67940057,0.151495481,0.103169734,0.065934288,0.55461482,2.987626673,341.7170238,0.569951711,0.165681805,0.187650864,0.057729869,0.54754165,2.976366852,396.607125,0.630621032,0.158411711,0.124428562,0.086538695,0.554795023,2.986229608,420.3593165,0.668209827,0.118616806,0.112256037,0.10091736,0.57241152,2.850710114,243.9512448,0.613552241,0.307198635,0.079223541,2.58e-05,0.584705891,2.377329599,330.7247784,0.604688155,0.280112259,0.098336087,0.016089881,0.528098449,21,MALE,1,-0.101440517,-0.112700338,-0.102837582,-0.711737591,-0.238357076,100.1947949,13.4212613,2.42901590000002,-52.4610853,-76.2132768,-0.0177967,0.0265163709999999,-0.0300910710000001,0.00707316999999996,-0.000180203000000101,0.0658483289999999,0.074712415,0.109448859,0.048779538,0.011190743,-0.034983072,0.00820441899999999,-0.020604407,0.049844407,0.065908488,0.023946193,-0.009086303,0.004833647,-0.08448113,-0.021258828,-0.00691623000000002,0.032878675,-0.128616778,-0.155703154,-0.014186324
N029,NA,NA,3.412874099,549.6233185,0.465605557,0.404240432,0.105696785,0.022020616,0.671776784,3.397794056,443.6241432,0.468224495,0.356947176,0.134352104,0.040476278,0.677785607,3.481120893,581.083085,0.535833201,0.326298738,0.10145328,0.030125448,0.686479624,3.501322665,509.2783285,0.535895616,0.337049125,0.10506525,0.021990117,0.685132733,2.732138116,379.1754441,0.555195995,0.371596774,0.066814831,0.004226934,0.667013606,2.737741934,542.61149,0.506270353,0.405951407,0.082581877,0.003675665,0.689177415,22,MALE,0,-0.0150800430000002,0.0682467939999998,0.0884485659999998,-0.675132165,-0.680735983,170.4478744,7.01182849999998,105.9991753,-31.4597665,40.34499,-0.013355949,-0.017400631,0.00476317799999992,-0.00600882300000005,-0.01470284,-0.089590438,-0.040664796,-0.00261893800000002,-0.070227644,-0.070290059,3.04989999999998e-05,-0.018455662,-0.008104832,0.018344951,0.017793682,0.038881954,0.000631535000000003,0.023114908,-0.028655319,0.00424350499999999,0.077941694,0.067191307,-0.001710975,0.032643658,0.047293256
N070,A few times per week,Slightly skilled,3.898133553,388.5398372,0.568088625,0.431911458,0,0,0.536691444,3.827352385,466.9062771,0.667902943,0.332095466,1.69e-06,0,0.529339255,4.193300875,422.9507403,0.730901631,0.269098338,8.7e-08,0,0.54590153,4.042213952,446.7563651,0.615839591,0.381355278,0.002805208,0,0.531763183,3.250877694,395.6207541,0.54365795,0.447121529,0.009220632,0,0.509803735,3.172980368,679.8482992,0.624359597,0.277574614,0.098065819,8.18e-09,0.450845576,20,FEMALE,1,-0.0707811679999999,0.295167322,0.144080399,-0.725153185,-0.647255859,-7.08091689999998,-291.308462,-78.3664399,-34.4109031,-58.2165279,0.00492826099999999,0.085845868,0.026887709,0.00735218900000001,-0.00921008599999995,0.0244306750000001,-0.056270972,-0.099814318,-0.162813006,-0.047750966,0,0,0,-8.18e-09,0,-0.009220632,-0.002805208,-0.098065819,-1.69e-06,-8.7e-08,0.16281312,0.05055618,0.154336844,-0.015210071,0.099815992
N104,Every day,Moderately skilled,4.206457366,327.3284347,0.536440819,0.375584619,0.074198629,0.013775975,0.535573851,4.029836933,373.1963468,0.523078315,0.380577062,0.069278554,0.027066122,0.562340461,3.900225632,251.8230964,0.502755168,0.384061483,0.073792125,0.039391321,0.564268084,4.040954225,600.303107,0.553786057,0.310184458,0.069857603,0.066171937,0.562540312,3.192602743,388.4856,0.593369578,0.34379259,0.046589972,0.01624794,0.569829863,3.240528708,381.7012496,0.566838381,0.347377645,0.070359658,0.015424406,0.592057412,19,MALE,0,-0.176620433,-0.306231734,-0.165503141,-0.965928658000001,-1.013854623,-61.1571653,-54.3728149,-45.8679121,75.5053383,-272.9746723,-0.026966461,-0.056483561,-0.0342560120000001,-0.02676661,-0.028694233,-0.0569287590000001,-0.030397562,0.0133625039999999,0.033685651,-0.0173452380000001,-0.052395962,-0.013290147,-0.025615346,-0.001648431,-0.002471965,0.027608657,0.004341026,0.003838971,0.004920075,0.000406504000000002,-0.00847686399999997,0.065400161,0.028206974,0.031792029,-0.00499244300000001
N023,A few times per week,Very skilled,3.248846169,372.3301992,0.037210103,0.169687618,0.788463524,0.004638766,0.722938648,3.078008221,404.2446548,0.043023593,0.259742468,0.696770348,0.000463644,0.746592825,3.04336881,388.2644571,0.02689847,0.187391113,0.782838456,0.00287201,0.728851422,2.971880472,366.0216186,0.032451136,0.303206405,0.662017087,0.002325423,0.756253876,2.70299418,261.4421426,0.082961236,0.238958458,0.674737061,0.003343325,0.751791646,NA,NA,0.140233057,0.354859548,0.498439233,0.00601897,0.733051766,19,MALE,0,-0.170837948,-0.205477359,-0.276965697,NA,-0.545851989,110.8880566,NA,-31.9144556,-15.9342579,6.30858059999997,-0.0333152280000001,-0.010113118,-0.0288529980000001,-0.0236541770000001,-0.00591277400000001,-0.045751133,-0.103022954,-0.00581349,0.010311633,0.004758967,0.002313343,0.004175122,0.001766756,-0.001380204,0.001295441,0.113726463,0.126446437,0.290024291,0.0916931759999999,0.00562506799999996,-0.017703495,-0.133518787,-0.18517193,-0.06927084,-0.09005485
N074,A few times per week,Slightly skilled,3.152431068,233.0600011,0.376517702,0.102329754,0.495728531,0.025424097,0.550454883,3.235078126,264.4550703,0.374434759,0.103876012,0.49673952,0.024949814,0.547433892,3.030514164,259.5811603,0.32697423,0.072781321,0.572494353,0.027750152,0.573463247,3.092941682,228.8101442,0.435702406,0.078101678,0.458104819,0.028091096,0.598570672,2.580464561,208.9182426,0.467964147,0.110195984,0.402547622,0.019292332,0.541540346,2.704056369,310.1380041,0.400802449,0.076224471,0.505266619,0.017706539,0.570419804,19,FEMALE,1,0.0826470580000001,-0.121916904,-0.0594893859999996,-0.448374699,-0.571966507,24.1417585,-77.078003,-31.3950692,-26.5211592,4.2498569,-0.048115789,-0.019964921,0.008914537,0.00302099099999997,-0.0230083639999999,-0.091446445,-0.024284747,0.002082943,0.049543472,-0.059184704,-0.002666999,0.000474282999999999,-0.002326055,0.007717558,0.006131765,0.093180909,0.037623712,-0.00953808800000006,-0.00101098900000002,-0.076765822,0.029548433,0.024228076,0.026105283,-0.00786623,-0.00154625800000001
N107,A few times per week,Moderately skilled,3.58926712,413.6633783,0.340160199,0.290832944,0.366797219,0.002209753,0.667356259,3.586773716,405.4969013,0.31380353,0.221499576,0.464692854,4.12e-06,0.641977571,3.581657048,392.5969027,0.352340426,0.227279566,0.420369814,1.03e-05,0.652842626,3.644143697,342.0543581,0.311988808,0.240068754,0.447915614,2.69e-05,0.644160352,3.53437663,198.6624758,0.353412619,0.330850908,0.315737036,0,0.74432728,2.956372899,482.2707752,0.392533744,0.336144075,0.270850262,3.45e-06,0.695481371,21,MALE,1,-0.00249340399999998,-0.0076100720000003,0.0548765769999999,-0.632894221,-0.05489049,215.0009025,-68.6073969,8.16647699999999,21.0664756,71.6090202,0.023195907,-0.028125112,-0.0769710210000001,0.025378688,0.014513633,-0.01325242,-0.052373545,0.026356669,-0.012180227,0.028171391,0.002182853,0.002205633,0.002199453,0.002206303,0.002209753,0.051060183,-0.081118395,0.095946957,-0.097895635,-0.053572595,0.063553378,0.05076419,-0.045311131,-0.040017964,0.069333368
N034,NA,NA,2.905177638,384.4332957,0.600338464,0.371699276,0.001183054,0.026779198,0.524216145,3.102923572,415.050576,0.598185436,0.367910802,0.00029711,0.028657845,0.537842858,3.157974923,431.8041836,0.630284249,0.331497001,0.000519061,0.037699708,0.537173568,3.186960468,445.2370444,0.619724694,0.313731367,5.2e-05,0.054063043,0.565714313,2.700688284,370.4583803,0.642384813,0.335368052,0.004445032,0.017802157,0.507000672,2.574156264,569.3059451,0.524776816,0.414212418,0.017732116,0.029332981,0.478544983,19,FEMALE,0,0.197745934,0.252797285,0.28178283,-0.331021374,-0.204489354,13.9749154,-184.8726494,-30.6172803,-47.3708879,-60.8037487,-0.0414981679999999,0.045671162,0.017215473,-0.013626713,-0.012957423,-0.042046349,0.075561648,0.00215302800000006,-0.029945785,-0.0193862299999999,-0.027283845,-0.001878647,-0.01092051,-0.002553783,0.008977041,-0.003261978,0.001131054,-0.016549062,0.000885944,0.000663993,0.040202275,0.057967909,-0.042513142,0.036331224,0.00378847400000004
N108,Every day,Very skilled,3.054819233,420.9687619,0.726803135,0.262655925,7.93e-05,0.006745465,0.539527475,3.037999909,518.5080834,0.636325673,0.359029676,4.15e-05,5.5e-06,0.538605128,3.061788966,525.3592926,0.644426775,0.355477795,9.55e-05,0,0.529178885,3.051976706,338.4067762,0.668007379,0.331648078,0.000325699,1.89e-05,0.539390716,2.551537441,214.6948077,0.568274889,0.427857002,7.35e-05,0.00379465,0.52781856,2.427306919,505.5120992,0.64050287,0.341703886,0.011231961,0.001514417,0.523872817,19,MALE,1,-0.0168193240000001,0.00696973300000003,-0.00284252699999987,-0.627512314,-0.503281792,206.2739542,-84.5433373,-97.5393215,-104.3905307,82.5619857,0.000136758999999986,0.015654658,0.0117089149999999,0.000922346999999935,0.01034859,0.158528246,0.0863002650000001,0.0904774620000001,0.08237636,0.0587957560000001,0.006726565,0.006739965,0.006745465,0.005231048,0.002950815,5.80000000000001e-06,-0.000246399,-0.011152661,3.78e-05,-1.62e-05,-0.09282187,-0.068992153,-0.079047961,-0.165201077,-0.096373751
N038,Every day,Very skilled,2.505707738,256.5717036,0.386998164,0.18202233,0.213898835,0.217080759,0.593042892,2.34394236,298.6246024,0.342785733,0.206770504,0.270464579,0.179979275,0.588648665,2.379055691,281.8142889,0.336911787,0.190565657,0.20711589,0.253387604,0.599666094,2.350386992,301.5152556,0.335650338,0.196017848,0.240472641,0.227859195,0.593042406,2.11727102,196.9171518,0.473448719,0.18651484,0.204300809,0.110876832,0.607082548,2.030900172,307.9147435,0.436853082,0.222249343,0.245835279,0.089751167,0.622081727,21,MALE,1,-0.161765378,-0.126652047,-0.155320746,-0.474807566,-0.388436718,59.6545518,-51.3430399,-42.0528988,-25.2425853,-44.943552,4.86000000021747e-07,-0.0290388349999999,-0.014039656,0.00439422700000003,-0.00662320199999999,-0.086450555,-0.049854918,0.044212431,0.050086377,0.051347826,-0.010778436,0.037101484,-0.036306845,0.127329592,0.106203927,0.00959802600000001,-0.026573806,-0.031936444,-0.056565744,0.00678294500000001,-0.00854332699999999,-0.013995518,-0.040227013,-0.00449250999999998,-0.024748174
N071,A few times per week,Moderately skilled,3.432956763,525.0643329,0.465109946,0.319927611,0.070621541,0.144341021,0.688990036,3.349632015,446.6895774,0.51099653,0.369333506,0.057839589,0.061830461,0.703389274,3.266484132,449.6181755,0.467653648,0.360773537,0.058800956,0.112771888,0.700201253,3.269063136,420.7086011,0.480222349,0.409709391,0.049582393,0.060485887,0.709081716,2.764932553,301.6863933,0.469663736,0.411097801,0.067296611,0.051941892,0.720077455,2.775543704,503.5999693,0.476545403,0.364859965,0.074298782,0.072741858,0.694561301,19,FEMALE,1,-0.0833247479999999,-0.166472631,-0.163893627,-0.657413059,-0.66802421,223.3779396,21.4643636,78.3747554999999,75.4461573999999,104.3557318,-0.0200916800000001,-0.00557126500000005,-0.031087419,-0.014399238,-0.0112112170000001,-0.00455379,-0.011435457,-0.045886584,-0.00254370199999998,-0.015112403,0.083855134,0.08251056,0.031569133,0.071599163,0.092399129,0.00332492999999999,0.021039148,-0.003677241,0.012781952,0.011820585,-0.040845926,-0.08978178,-0.044932354,-0.09117019,-0.049405895
N110,A few times per week,Very skilled,2.509274599,192.4669494,0.398570033,0.52475145,0.042292042,0.034386542,0.516609816,2.407545199,245.9299527,0.418554157,0.516236976,0.020365148,0.04484384,0.507781639,2.43109617,153.6207823,0.421001992,0.515923483,0.022818279,0.040256364,0.483005279,2.48377546,160.2298075,0.385069401,0.570401404,0.033908853,0.010620443,0.47618562,2.702503058,147.477551,0.331678367,0.561348771,0.10623243,0.000740474,0.571933171,2.030565195,169.6658654,0.410385788,0.51087486,0.063282807,0.009665283,0.521572155,26,FEMALE,1,-0.1017294,-0.0781784289999998,-0.0254991389999999,-0.478709404,0.193228459,44.9893984,22.801084,-53.4630033,38.8461671,32.2371419,0.040424196,-0.00496233899999998,-0.055323355,0.00882817700000005,0.033604537,0.066891666,-0.011815755,-0.019984124,-0.022431959,0.013500632,0.023766099,-0.010457298,-0.005869822,0.024721259,0.033646068,-0.063940388,0.008383189,-0.020990765,0.021926894,0.019473763,0.00882796699999999,-0.0456499539999999,0.01387659,-0.036597321,0.00851447400000005
N035,NA,NA,2.757667677,376.6389405,0.444344017,0.53854043,0.004818719,0.012296959,0.551431136,2.715028061,395.9736667,0.414914989,0.560700093,0.006215077,0.018169887,0.543177478,2.770704702,511.3449533,0.442957194,0.550535605,0.001557935,0.004949339,0.573501386,2.833926152,322.5299985,0.45738504,0.52738911,0.007469364,0.00775656,0.549899862,2.525697778,203.9730426,0.538461559,0.439926807,0.010751119,0.010860587,0.572821608,2.512775148,263.5528612,0.555433028,0.422493831,0.013572783,0.006503826,0.59769965,19,MALE,1,-0.0426396160000002,0.013037025,0.0762584749999999,-0.244892529,-0.231969899,172.6658979,113.0860793,-19.3347262,-134.7060128,54.108942,0.00153127400000008,-0.046268514,-0.021390472,0.008253658,-0.02207025,-0.0941175420000001,-0.111089011,0.029429028,0.00138682299999998,-0.013041023,0.004540399,-0.005872928,0.00734762,0.005793133,0.001436372,-0.0059324,-0.002650645,-0.008754064,-0.001396358,0.003260784,-0.011995175,0.01115132,0.116046599,0.098613623,-0.0221596630000001
N077,NA,NA,3.179613795,297.6969258,0.421486444,0.435382513,0.124877333,0.018253765,0.700991657,3.008450124,489.2878006,0.474051493,0.428582324,0.096799014,0.000567293,0.725492996,3.04324334,420.3347242,0.523347248,0.401282696,0.056605806,0.018764352,0.706612905,3.030608509,418.7735108,0.471172965,0.456753458,0.054041389,0.018032267,0.727327447,2.542338545,269.752977,0.58855903,0.355711337,0.051936624,0.003793071,0.73344144,2.468716234,380.7788732,0.45622272,0.456257296,0.086400068,0.001119989,0.714212292,31,FEMALE,1,-0.171163671,-0.136370455,-0.149005286,-0.710897561,-0.63727525,27.9439488,-83.0819474,-191.5908748,-122.6377984,-121.076585,-0.02633579,-0.013220635,-0.032449783,-0.024501339,-0.00562124799999997,-0.167072586,-0.034736276,-0.052565049,-0.101860804,-0.049686521,0.000221498000000001,0.017686472,-0.000510587,0.017133776,0.014460694,0.072940709,0.070835944,0.038477265,0.028078319,0.068271527,0.034099817,-0.021370945,-0.020874783,0.079671176,0.00680018900000001
N111,A few times per week,Very skilled,2.856250432,443.0570628,0.436397113,0.39616934,0.085907771,0.081525854,0.6377207,2.903412334,535.8682285,0.481593866,0.39507075,0.07070426,0.052631169,0.624917984,2.878586549,607.5926734,0.459890509,0.381092475,0.083825088,0.075191985,0.601268198,2.904986084,586.6294449,0.452900589,0.40462061,0.056706849,0.085772035,0.625854497,2.468034568,208.7489748,0.408524502,0.449960603,0.055834934,0.085680014,0.692146102,2.384007182,393.146368,0.385469744,0.480691805,0.072392751,0.06144575,0.670160891,20,MALE,1,0.047161902,0.022336117,0.048735652,-0.47224325,-0.388215864,234.308088,49.9106948,-92.8111657,-164.5356106,-143.5723821,0.0118662030000001,-0.032440191,-0.054425402,0.012802716,0.0364525020000001,0.027872611,0.050927369,-0.045196753,-0.023493396,-0.016503476,-0.004246181,0.028894685,0.00633386899999999,0.020080104,-0.00415416,0.030072837,0.029200922,0.01351502,0.015203511,0.00208268299999999,0.015076865,-0.00845127000000001,-0.084522465,-0.053791263,0.00109858999999995
N043,Once per month,Slightly skilled,3.538368377,545.5364222,0.326235817,0.616541445,0.054117481,0.003105304,0.666738291,3.443343505,563.512025,0.356755895,0.599226037,0.042762296,0.00125586,0.67644355,3.543962532,551.0110508,0.43386479,0.550798863,0.015115888,0.000220547,0.668997849,3.558038216,907.3196791,0.430224348,0.553194938,0.016578156,2.6e-06,0.664177599,3.076777652,289.0494053,0.469039569,0.516902582,0.014052867,5.07e-06,0.656507105,2.94067435,535.0862502,0.460172335,0.514977471,0.022385738,0.000282397,0.673630636,19,FEMALE,1,-0.0950248719999998,0.00559415500000027,0.0196698390000001,-0.597694027,-0.461590725,256.4870169,10.450172,-17.9756028,-5.47462860000007,-361.7832569,0.00256069200000009,-0.00689234499999991,0.0102311860000001,-0.00970525899999997,-0.00225955799999999,-0.142803752,-0.133936518,-0.030520078,-0.107628973,-0.103988531,0.003102704,0.001849444,0.002884757,0.002822907,0.003100234,0.040064614,0.037539325,0.031731743,0.011355185,0.039001593,0.0657425819999999,0.063346507,0.101563974,0.0996388629999999,0.017315408
N076,Once per month,Moderately skilled,3.33561827,647.0521484,0.600583047,0.196555082,0.019178111,0.183683838,0.654938317,3.238204835,561.583573,0.625441567,0.20233473,0.010516827,0.16170697,0.650260044,3.303874629,970.2510525,0.707244164,0.175694206,0.004787241,0.112274413,0.628851115,3.281743974,596.0443553,0.663593762,0.211832776,0.00645865,0.118114894,0.624233026,2.727934837,290.8552555,0.658863406,0.237558438,0.006899369,0.096678863,0.59013989,2.650494512,755.3456681,0.688048598,0.231482372,0.017330656,0.06184295,0.595831633,21,FEMALE,1,-0.097413435,-0.0317436409999998,-0.053874296,-0.685123758,-0.607683433,356.1968929,-108.2935197,85.4685754,-323.1989041,51.0077931,0.0307052910000001,0.0591066840000001,0.064798427,0.00467827300000001,0.026087202,-0.0582803590000001,-0.087465551,-0.02485852,-0.106661117,-0.063010715,0.065568944,0.021976868,0.071409425,0.121840888,0.087004975,0.012278742,0.012719461,0.001847455,0.008661284,0.01439087,0.020860876,-0.015277694,-0.03492729,-0.041003356,-0.005779648
N117,Every day,Extremely skilled,3.793023233,434.1648329,0.397600291,0.332804985,0.269594771,2.28e-08,0.646381683,3.736478014,408.3258042,0.352126455,0.350787403,0.297086221,0,0.646047782,3.62627119,388.0312891,0.340731834,0.396145774,0.26312257,0,0.630903636,3.589396831,622.41112,0.373289437,0.322869047,0.303840493,1.11e-06,0.670169279,3.118283894,356.6360634,0.414441672,0.347832309,0.237716363,9.75e-06,0.597922579,3.068078326,378.7878904,0.382137315,0.403461917,0.196630169,0.00723758,0.635422292,19,MALE,1,-0.0565452190000002,-0.166752043,-0.203626402,-0.724944907,-0.674739339,77.5287695,55.3769425,25.8390287,46.1335438,-188.2462871,-0.023787596,0.010959391,0.048459104,0.00033390099999997,0.015478047,-0.016841381,0.015462976,0.045473836,0.056868457,0.024310854,-1.0872e-06,2.28e-08,2.28e-08,-0.0072375572,-9.7272e-06,0.031878408,-0.034245722,0.072964602,-0.02749145,0.00647220100000001,-0.063340789,0.00993593799999998,-0.070656932,-0.015027324,-0.017982418
N047,Not at all,Not skilled,2.830912286,457.3629025,0.47841586,0.335587511,0.139268501,0.046728275,0.479537993,2.790071297,525.5562455,0.518270492,0.31884952,0.136848973,0.026031103,0.47871331,2.766130415,598.7441367,0.529822578,0.296635615,0.140044012,0.033497876,0.443311153,2.80302774,527.5529292,0.45319645,0.318380847,0.159055726,0.069367051,0.474674587,2.453401896,396.6609191,0.5394364,0.253765437,0.179214347,0.027583883,0.449104876,2.501426439,515.7605029,0.505201032,0.27275,0.198006752,0.024042273,0.474488649,18,MALE,0,-0.0408409890000003,-0.0647818710000001,-0.0278845460000001,-0.329485847,-0.37751039,60.7019834,-58.3976004,-68.193343,-141.3812342,-70.1900267,0.00486340600000001,0.00504934400000001,0.030433117,0.000824682999999993,0.03622684,-0.06102054,-0.026785172,-0.0398546319999999,-0.051406718,0.0252194100000001,-0.022638776,0.020697172,0.013230399,0.022686002,0.019144392,-0.039945846,-0.019787225,-0.058738251,0.00241952799999998,-0.000775511000000007,0.038951896,0.017206664,0.062837511,0.081822074,0.016737991
N079,A few times per week,Very skilled,2.631834834,158.0791993,0.330113034,0.178210082,0.35553045,0.001306265,0.720935554,2.560216331,152.9984987,0.325989731,0.195791406,0.347354918,0,0.714691956,2.550890665,162.6142915,0.333839791,0.180488962,0.382910172,7.94e-07,0.711129507,2.650976772,157.4506299,0.364608288,0.183998244,0.376420867,0,0.714546894,2.192602658,190.5995192,0.346997302,0.170328072,0.288699151,8.71e-06,0.651687899,2.264347632,169.4081106,0.371385293,0.226603867,0.264161671,0.001262454,0.705376053,22,FEMALE,0,-0.0716185030000003,-0.0809441690000003,0.0191419379999997,-0.367487202,-0.439232176,-32.5203199,-11.3289113,5.0807006,-4.53509220000001,0.628569400000003,0.00638865999999993,0.015559501,0.069247655,0.00624359799999996,0.00980604699999998,-0.016884268,-0.041272259,0.00412330300000002,-0.00372675699999997,-0.034495254,0.001306265,0.001306265,0.001305471,4.38109999999999e-05,0.001297555,0.066831299,-0.020890417,0.091368779,0.00817553199999999,-0.027379722,-0.00227888000000001,-0.00578816200000001,-0.048393785,0.00788200999999999,-0.017581324
N109,Once per month,Slightly skilled,3.05891653,619.291617,0.482359545,0.238129589,0.259746207,0.019764735,0.591607121,2.973080381,691.5399741,0.516164219,0.246941374,0.226328378,0.010566022,0.589611291,2.994211644,591.6810222,0.441837091,0.281131056,0.262650024,0.014381946,0.584232788,2.970483083,508.3811244,0.422105466,0.229111244,0.309267372,0.030271186,0.585362426,2.524788468,317.3522355,0.471594518,0.313624577,0.206370916,0.008410024,0.557769313,2.480521181,427.9789651,0.486090137,0.282950591,0.224826683,0.006132662,0.559243961,19,FEMALE,1,-0.0858361489999999,-0.0647048859999999,-0.0884334469999999,-0.578395349,-0.534128062,301.9393815,191.3126519,-72.2483571,27.6105947999999,110.9104926,0.00624469500000002,0.0323631600000001,0.033837808,0.00199583000000003,0.00737433300000001,0.010765027,-0.00373059199999998,-0.033804674,0.040522454,0.060254079,-0.010506451,0.009198713,0.005382789,0.013632073,0.011354711,0.053375291,-0.049521165,0.034919524,0.033417829,-0.00290381699999998,-0.043001467,0.00901834500000001,-0.044821002,-0.075494988,-0.00881178499999999
N042,A few times per week,Slightly skilled,3.232519753,451.3838267,0.684339379,0.281728128,0.002777679,0.031154922,0.568251263,3.096941757,527.9994933,0.641345829,0.327894644,0.006768334,0.022249858,0.576410141,3.08941067,577.476045,0.676921914,0.276287739,0.020698415,0.026092005,0.536676483,3.096348787,581.4843854,0.597350238,0.382914491,0.009333003,0.010402294,0.534387661,2.741128551,418.5068069,0.706217517,0.265793467,0.008256124,0.019732943,0.59831787,2.630489849,668.1662579,0.634698758,0.312518111,0.026505445,0.024371696,0.576459265,23,MALE,0,-0.135577996,-0.143109083,-0.136170966,-0.602029904,-0.491391202,32.8770198,-216.7824312,-76.6156666000001,-126.0922183,-130.1005587,0.0338636019999999,-0.00820800200000005,-0.0300666070000001,-0.00815887800000004,0.0315747799999999,-0.021878138,0.049640621,0.0429935499999999,0.00741746499999996,0.086989141,0.020752628,0.008905064,0.005062917,0.006783226,0.011421979,-0.005478445,-0.006555324,-0.023727766,-0.003990655,-0.017920736,0.00544038900000005,-0.101186363,-0.030789983,0.015934661,-0.046166516
